
=== TestCase1 case1\fail2\basic2 Fail execution 2 ===
{traceId=f21a5961d23e8419, spanId=f21a5961d23e8419, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=sr, parentId=, timestamp=1516846466508000, }
{traceId=f21a5961d23e8419, spanId=3bc80d5b75a507c4, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":27,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=c7b58e0dec51faf6, timestamp=1516846466935000, }
{traceId=f21a5961d23e8419, spanId=c7b58e0dec51faf6, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-travel2-service":18,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=9667354018c1bae3, timestamp=1516846466937000, }
{traceId=f21a5961d23e8419, spanId=c7b58e0dec51faf6, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":19,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=9667354018c1bae3, timestamp=1516846466939000, }
{traceId=f21a5961d23e8419, spanId=4542a5b0a790a119, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=9667354018c1bae3, timestamp=1516846466941000, }
{traceId=f21a5961d23e8419, spanId=4542a5b0a790a119, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":1,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=9667354018c1bae3, timestamp=1516846466946500, }
{traceId=f21a5961d23e8419, spanId=b8b7b5b1658be8e9, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":20,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=4542a5b0a790a119, timestamp=1516846466949500, }
{traceId=f21a5961d23e8419, spanId=b8b7b5b1658be8e9, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":21,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=4542a5b0a790a119, timestamp=1516846466951500, }
{traceId=f21a5961d23e8419, spanId=99579268143ae7dd, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cs, parentId=b8b7b5b1658be8e9, timestamp=1516846466956500, }
{traceId=f21a5961d23e8419, spanId=99579268143ae7dd, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":5,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-route-service.RouteController.queryById, type=sr, parentId=b8b7b5b1658be8e9, timestamp=1516846466958500, }
{traceId=f21a5961d23e8419, spanId=99579268143ae7dd, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-travel2-service":22,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=b8b7b5b1658be8e9, timestamp=1516846466964500, }
{traceId=f21a5961d23e8419, spanId=99579268143ae7dd, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":23,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cr, parentId=b8b7b5b1658be8e9, timestamp=1516846466966500, }
{traceId=f21a5961d23e8419, spanId=b8b7b5b1658be8e9, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":2,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=ss, parentId=4542a5b0a790a119, timestamp=1516846466968500, }
{traceId=f21a5961d23e8419, spanId=b8b7b5b1658be8e9, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":3,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=4542a5b0a790a119, timestamp=1516846466970500, }
{traceId=f21a5961d23e8419, spanId=ed02df4ce8a62bda, hostName=ts-seat-service, destName=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":4}, dest=ts-order-other-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=4542a5b0a790a119, timestamp=1516846466972500, }
{traceId=f21a5961d23e8419, spanId=ed02df4ce8a62bda, hostName=ts-order-other-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":5}, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=sr, parentId=4542a5b0a790a119, timestamp=1516846466974000, }
{traceId=f21a5961d23e8419, spanId=ed02df4ce8a62bda, hostName=ts-order-other-service, destName=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-seat-service, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=ss, parentId=4542a5b0a790a119, timestamp=1516846466981000, }
{traceId=f21a5961d23e8419, spanId=ed02df4ce8a62bda, hostName=ts-seat-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":5,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=4542a5b0a790a119, timestamp=1516846466982500, }
{traceId=f21a5961d23e8419, spanId=ab0d4db7d01588c8, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":24,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=4542a5b0a790a119, timestamp=1516846466984500, }
{traceId=f21a5961d23e8419, spanId=ab0d4db7d01588c8, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":25,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=sr, parentId=4542a5b0a790a119, timestamp=1516846466987000, }
{traceId=f21a5961d23e8419, spanId=7236150c87dfc7ed, hostName=ts-travel2-service, destName=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-price-service":2,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-train-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cs, parentId=ab0d4db7d01588c8, timestamp=1516846466993000, }
{traceId=f21a5961d23e8419, spanId=7236150c87dfc7ed, hostName=ts-train-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-price-service":2,"ts-train-service":3,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=ab0d4db7d01588c8, timestamp=1516846466994500, }
{traceId=f21a5961d23e8419, spanId=7236150c87dfc7ed, hostName=ts-train-service, destName=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":40,"ts-travel2-service":26,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=ab0d4db7d01588c8, timestamp=1516846467016500, }
{traceId=f21a5961d23e8419, spanId=7236150c87dfc7ed, hostName=ts-travel2-service, srcName=ts-train-service, src=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":27,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cr, parentId=ab0d4db7d01588c8, timestamp=1516846467018000, }
{traceId=f21a5961d23e8419, spanId=ab0d4db7d01588c8, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":6,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=ss, parentId=4542a5b0a790a119, timestamp=1516846467020000, }
{traceId=f21a5961d23e8419, spanId=ab0d4db7d01588c8, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":7,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=4542a5b0a790a119, timestamp=1516846467022500, }
{traceId=f21a5961d23e8419, spanId=1cd73f3133776ec7, hostName=ts-seat-service, destName=ts-config-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-travel2-service":28,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-config-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=4542a5b0a790a119, timestamp=1516846467023500, }
{traceId=f21a5961d23e8419, spanId=1cd73f3133776ec7, hostName=ts-config-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-config-service, clock={"ts-basic-service":40,"ts-config-service":1,"ts-travel2-service":28,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":8,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-config-service.ConfigController.query, type=sr, parentId=4542a5b0a790a119, timestamp=1516846467026000, }
